civilite,nom_client,postal_client,adresse_client,tel_client,profession_client,fax_client,email_client,numero_client
M.,Nom997,52492,193 Rue Principale,0117816733,Ingénieur,0470274510,nom997@example.com,CL801
Mme,Nom956,86590,962 Rue Principale,0751551755,Journaliste,0536630290,nom956@example.com,CL703
M.,Nom647,83238,960 Rue Principale,0571097872,Ingénieur,0828646123,nom647@example.com,CL916
Mme,Nom534,75925,187 Rue Principale,0832603763,Médecin,0583281604,nom534@example.com,CL336
M.,Nom90,46526,643 Rue Principale,0331805923,Architecte,0959195709,nom90@example.com,CL936
M.,Nom252,28829,916 Rue Principale,0789730887,Artiste,0226830183,nom252@example.com,CL922
M.,Nom686,99056,510 Rue Principale,0416991946,Pompier,0945703864,nom686@example.com,CL252
Mme,Nom815,90246,203 Rue Principale,0564109111,Enseignante,0633361027,nom815@example.com,CL291
Mme,Nom410,46755,205 Rue Principale,0449557345,Avocat,0618946003,nom410@example.com,CL990
Mme,Nom423,39132,858 Rue Principale,0752637843,Médecin,0624307498,nom423@example.com,CL476
M.,Nom1,73360,648 Rue Principale,0786561974,Informaticien,0229206730,nom1@example.com,CL696
Mme,Nom990,24884,322 Rue Principale,0219251164,Médecin,0409655595,nom990@example.com,CL395
M.,Nom207,97542,671 Rue Principale,0541753358,Architecte,0605027237,nom207@example.com,CL198
M.,Nom802,11130,463 Rue Principale,0266088371,Médecin,0835317169,nom802@example.com,CL954
M.,Nom454,35539,39 Rue Principale,0971998780,Avocat,0461671482,nom454@example.com,CL399
M.,Nom60,45614,85 Rue Principale,0661401541,Avocat,0849901402,nom60@example.com,CL695
Mme,Nom489,13404,862 Rue Principale,0548773137,Informaticien,0160086206,nom489@example.com,CL518
M.,Nom951,49072,512 Rue Principale,0906174084,Avocat,0544872729,nom951@example.com,CL897
M.,Nom69,40672,669 Rue Principale,0885384276,Enseignante,0202256216,nom69@example.com,CL603
M.,Nom257,74669,507 Rue Principale,0404020208,Architecte,0902176193,nom257@example.com,CL126
Mme,Nom916,53067,607 Rue Principale,0129741316,Architecte,0882959090,nom916@example.com,CL2
M.,Nom369,45009,193 Rue Principale,0766637561,Médecin,0492280146,nom369@example.com,CL190
Mme,Nom724,35942,154 Rue Principale,0450678033,Informaticien,0344921362,nom724@example.com,CL817
Mme,Nom706,22538,229 Rue Principale,0181014993,Scientifique,0714684157,nom706@example.com,CL51
Mme,Nom629,47796,73 Rue Principale,0401565865,Ingénieur,0568957700,nom629@example.com,CL262
M.,Nom651,63219,428 Rue Principale,0207457078,Médecin,0647972106,nom651@example.com,CL101
M.,Nom773,66247,182 Rue Principale,0223218848,Journaliste,0742614018,nom773@example.com,CL73
M.,Nom795,80290,93 Rue Principale,0721194940,Architecte,0657330843,nom795@example.com,CL238
Mme,Nom772,51863,647 Rue Principale,0987785151,Ingénieur,0625575595,nom772@example.com,CL1
Mme,Nom157,17422,183 Rue Principale,0629746941,Artiste,0305516909,nom157@example.com,CL385
M.,Nom984,42559,76 Rue Principale,0312497082,Journaliste,0875180598,nom984@example.com,CL225
M.,Nom511,26049,450 Rue Principale,0761380979,Journaliste,0713648814,nom511@example.com,CL707
M.,Nom455,97922,853 Rue Principale,0276399369,Informaticien,0658884882,nom455@example.com,CL806
M.,Nom685,64810,183 Rue Principale,0982719357,Architecte,0541035062,nom685@example.com,CL156
Mme,Nom499,72219,582 Rue Principale,0483577281,Journaliste,0983828528,nom499@example.com,CL28
M.,Nom69,49779,853 Rue Principale,0183233937,Enseignante,0406787288,nom69@example.com,CL125
Mme,Nom265,98046,881 Rue Principale,0167266692,Ingénieur,0832730700,nom265@example.com,CL325
Mme,Nom538,56044,319 Rue Principale,0458879907,Artiste,0421838627,nom538@example.com,CL663
Mme,Nom18,33862,867 Rue Principale,0104169863,Pompier,0331390655,nom18@example.com,CL376
M.,Nom911,76121,859 Rue Principale,0291428873,Ingénieur,0300442783,nom911@example.com,CL143
Mme,Nom680,24226,114 Rue Principale,0330458246,Scientifique,0432503847,nom680@example.com,CL919
M.,Nom704,85938,232 Rue Principale,0678152674,Scientifique,0733053993,nom704@example.com,CL998
Mme,Nom736,75766,466 Rue Principale,0420187827,Journaliste,0204615555,nom736@example.com,CL538
M.,Nom507,50828,241 Rue Principale,0624394793,Médecin,0558060343,nom507@example.com,CL193
M.,Nom97,67516,307 Rue Principale,0919220832,Médecin,0611814706,nom97@example.com,CL259
M.,Nom841,83863,657 Rue Principale,0354650557,Ingénieur,0900594965,nom841@example.com,CL826
M.,Nom437,83920,930 Rue Principale,0125397901,Ingénieur,0776209110,nom437@example.com,CL84
M.,Nom654,46082,946 Rue Principale,0993114623,Scientifique,0345370954,nom654@example.com,CL421
Mme,Nom46,86818,398 Rue Principale,0327118576,Architecte,0295414987,nom46@example.com,CL302
Mme,Nom566,96054,190 Rue Principale,0218883190,Médecin,0450999085,nom566@example.com,CL695
M.,Nom540,39420,45 Rue Principale,0943150405,Pompier,0341498493,nom540@example.com,CL678
M.,Nom859,41220,45 Rue Principale,0766067532,Médecin,0613137222,nom859@example.com,CL339
M.,Nom230,68256,320 Rue Principale,0833244737,Scientifique,0423628496,nom230@example.com,CL735
Mme,Nom940,50936,24 Rue Principale,0456073823,Journaliste,0362754365,nom940@example.com,CL294
Mme,Nom238,13577,977 Rue Principale,0163972858,Architecte,0377762008,nom238@example.com,CL16
M.,Nom223,88899,959 Rue Principale,0563225166,Médecin,0656070036,nom223@example.com,CL329
M.,Nom827,11945,6 Rue Principale,0867941747,Artiste,0122353675,nom827@example.com,CL721
M.,Nom281,71399,564 Rue Principale,0789254939,Ingénieur,0304064558,nom281@example.com,CL889
M.,Nom282,64214,754 Rue Principale,0427523645,Médecin,0890878343,nom282@example.com,CL960
M.,Nom556,25933,918 Rue Principale,0120919585,Scientifique,0309991561,nom556@example.com,CL717
M.,Nom129,94005,217 Rue Principale,0604401998,Informaticien,0791452984,nom129@example.com,CL824
M.,Nom445,33063,265 Rue Principale,0784234391,Avocat,0558144105,nom445@example.com,CL387
M.,Nom382,88443,423 Rue Principale,0320966325,Architecte,0559073655,nom382@example.com,CL880
Mme,Nom448,43854,376 Rue Principale,0948065357,Artiste,0712062729,nom448@example.com,CL306
M.,Nom52,22769,963 Rue Principale,0538552397,Artiste,0907506899,nom52@example.com,CL64
Mme,Nom546,66296,682 Rue Principale,0867857488,Médecin,0377027152,nom546@example.com,CL383
M.,Nom675,83959,238 Rue Principale,0900184538,Avocat,0287324592,nom675@example.com,CL700
M.,Nom131,89370,779 Rue Principale,0398098225,Enseignante,0153843076,nom131@example.com,CL939
Mme,Nom115,66002,639 Rue Principale,0829661024,Avocat,0918555200,nom115@example.com,CL189
M.,Nom404,62987,331 Rue Principale,0170071543,Pompier,0360692585,nom404@example.com,CL430
M.,Nom127,92668,457 Rue Principale,0885762421,Architecte,0154054955,nom127@example.com,CL651
Mme,Nom466,45840,887 Rue Principale,0883060394,Avocat,0553913683,nom466@example.com,CL626
Mme,Nom321,12832,323 Rue Principale,0517181116,Enseignante,0412644281,nom321@example.com,CL786
M.,Nom608,48651,249 Rue Principale,0883780545,Avocat,0316557674,nom608@example.com,CL345
M.,Nom124,26646,170 Rue Principale,0483710340,Architecte,0921021358,nom124@example.com,CL12
Mme,Nom604,95388,596 Rue Principale,0172867607,Informaticien,0668205209,nom604@example.com,CL236
Mme,Nom744,95975,438 Rue Principale,0224305066,Ingénieur,0849046091,nom744@example.com,CL142
Mme,Nom557,89195,153 Rue Principale,0300398438,Architecte,0637120040,nom557@example.com,CL888
M.,Nom297,26485,925 Rue Principale,0823148242,Architecte,0828504669,nom297@example.com,CL884
Mme,Nom320,12345,356 Rue Principale,0695298775,Ingénieur,0573480200,nom320@example.com,CL377
Mme,Nom917,44151,660 Rue Principale,0746820000,Ingénieur,0591025466,nom917@example.com,CL998
M.,Nom988,49821,470 Rue Principale,0553555891,Scientifique,0605098077,nom988@example.com,CL789
Mme,Nom39,90437,132 Rue Principale,0403314109,Informaticien,0953554241,nom39@example.com,CL606
M.,Nom953,74462,170 Rue Principale,0205468725,Médecin,0664960662,nom953@example.com,CL788
Mme,Nom768,15498,130 Rue Principale,0958210058,Journaliste,0344033031,nom768@example.com,CL103
M.,Nom675,55573,270 Rue Principale,0116749596,Architecte,0509358907,nom675@example.com,CL709
M.,Nom849,36337,665 Rue Principale,0133705150,Scientifique,0696307260,nom849@example.com,CL513
Mme,Nom751,11789,199 Rue Principale,0834298384,Informaticien,0573688069,nom751@example.com,CL41
Mme,Nom505,37669,154 Rue Principale,0955328972,Pompier,0259576358,nom505@example.com,CL382
M.,Nom933,27687,34 Rue Principale,0662675051,Informaticien,0947855755,nom933@example.com,CL594
M.,Nom634,15244,70 Rue Principale,0855002257,Artiste,0623577265,nom634@example.com,CL203
Mme,Nom911,29552,583 Rue Principale,0376774175,Informaticien,0459066749,nom911@example.com,CL626
Mme,Nom858,12553,577 Rue Principale,0547602599,Architecte,0847504392,nom858@example.com,CL169
M.,Nom16,20982,438 Rue Principale,0847736669,Informaticien,0253855224,nom16@example.com,CL239
M.,Nom134,75263,23 Rue Principale,0437425720,Médecin,0448017137,nom134@example.com,CL968
M.,Nom75,26005,845 Rue Principale,0993493497,Architecte,0980046947,nom75@example.com,CL211
Mme,Nom381,12664,981 Rue Principale,0476315178,Avocat,0568075681,nom381@example.com,CL762
Mme,Nom213,48156,168 Rue Principale,0251538512,Avocat,0593993871,nom213@example.com,CL422
M.,Nom812,10160,779 Rue Principale,0524832324,Informaticien,0741490073,nom812@example.com,CL485
Mme,Nom454,62841,239 Rue Principale,0403097998,Enseignante,0887656997,nom454@example.com,CL892
Mme,Nom528,62992,889 Rue Principale,0191481928,Informaticien,0634015972,nom528@example.com,CL939
M.,Nom629,99112,284 Rue Principale,0512378979,Scientifique,0166740247,nom629@example.com,CL608
Mme,Nom650,21491,582 Rue Principale,0230148603,Informaticien,0882848710,nom650@example.com,CL61
Mme,Nom340,98677,471 Rue Principale,0644393659,Avocat,0323875274,nom340@example.com,CL913
Mme,Nom795,83022,753 Rue Principale,0212092537,Scientifique,0450223638,nom795@example.com,CL923
M.,Nom783,90568,449 Rue Principale,0654862717,Scientifique,0929865722,nom783@example.com,CL227
M.,Nom674,96215,279 Rue Principale,0346514424,Avocat,0958835404,nom674@example.com,CL656
M.,Nom975,43589,546 Rue Principale,0221411366,Ingénieur,0308054908,nom975@example.com,CL80
Mme,Nom461,92536,149 Rue Principale,0232887448,Pompier,0847604196,nom461@example.com,CL926
M.,Nom991,22070,203 Rue Principale,0997632525,Avocat,0712338604,nom991@example.com,CL447
M.,Nom679,62796,195 Rue Principale,0997537300,Avocat,0182261017,nom679@example.com,CL764
M.,Nom770,76828,513 Rue Principale,0623065826,Pompier,0899652183,nom770@example.com,CL598
M.,Nom301,58010,747 Rue Principale,0659989608,Pompier,0206657087,nom301@example.com,CL236
M.,Nom91,18767,137 Rue Principale,0305648884,Pompier,0983013008,nom91@example.com,CL606
Mme,Nom642,34650,964 Rue Principale,0269850589,Pompier,0909712425,nom642@example.com,CL750
M.,Nom656,15645,612 Rue Principale,0657460084,Artiste,0315431088,nom656@example.com,CL373
Mme,Nom113,55490,121 Rue Principale,0679062308,Pompier,0693066527,nom113@example.com,CL243
M.,Nom318,34442,127 Rue Principale,0818950991,Médecin,0988132467,nom318@example.com,CL746
Mme,Nom768,10444,468 Rue Principale,0799677888,Artiste,0797019160,nom768@example.com,CL583
M.,Nom713,34978,630 Rue Principale,0700545169,Informaticien,0931885719,nom713@example.com,CL992
M.,Nom400,80550,125 Rue Principale,0517272040,Avocat,0334524230,nom400@example.com,CL129
Mme,Nom156,40017,964 Rue Principale,0163720045,Avocat,0736629068,nom156@example.com,CL89
M.,Nom679,61304,417 Rue Principale,0546845757,Informaticien,0482290681,nom679@example.com,CL36
Mme,Nom139,89091,683 Rue Principale,0197947911,Ingénieur,0124736418,nom139@example.com,CL324
Mme,Nom276,44821,363 Rue Principale,0903662197,Architecte,0934747364,nom276@example.com,CL728
M.,Nom446,41745,770 Rue Principale,0630638648,Artiste,0187730848,nom446@example.com,CL984
M.,Nom97,34540,836 Rue Principale,0978603963,Informaticien,0647493974,nom97@example.com,CL308
Mme,Nom58,67587,454 Rue Principale,0419490256,Pompier,0708641713,nom58@example.com,CL974
M.,Nom256,67869,306 Rue Principale,0811770062,Artiste,0320718754,nom256@example.com,CL936
M.,Nom997,36004,589 Rue Principale,0462180564,Informaticien,0218133512,nom997@example.com,CL582
M.,Nom482,25875,382 Rue Principale,0281427596,Informaticien,0515949550,nom482@example.com,CL168
M.,Nom606,62712,440 Rue Principale,0224480054,Enseignante,0242748024,nom606@example.com,CL141
Mme,Nom403,54241,16 Rue Principale,0331644109,Pompier,0732150832,nom403@example.com,CL420
Mme,Nom846,15650,786 Rue Principale,0655294071,Avocat,0655213003,nom846@example.com,CL24
Mme,Nom512,27682,950 Rue Principale,0354274342,Ingénieur,0103364922,nom512@example.com,CL630
M.,Nom792,84313,508 Rue Principale,0378282860,Enseignante,0870278181,nom792@example.com,CL277
M.,Nom227,33016,8 Rue Principale,0287753236,Enseignante,0309282143,nom227@example.com,CL840
Mme,Nom719,38997,202 Rue Principale,0514624288,Médecin,0846321663,nom719@example.com,CL675
Mme,Nom425,47065,941 Rue Principale,0767494323,Pompier,0997900478,nom425@example.com,CL786
M.,Nom898,99999,74 Rue Principale,0450255403,Pompier,0743584915,nom898@example.com,CL443
M.,Nom671,65874,584 Rue Principale,0498128902,Artiste,0551024562,nom671@example.com,CL863
M.,Nom502,90316,844 Rue Principale,0197784162,Ingénieur,0649826022,nom502@example.com,CL992
Mme,Nom157,50226,208 Rue Principale,0741075503,Informaticien,0690142678,nom157@example.com,CL6
Mme,Nom551,32760,176 Rue Principale,0102786255,Enseignante,0567598066,nom551@example.com,CL905
Mme,Nom131,68734,950 Rue Principale,0525387221,Ingénieur,0383581051,nom131@example.com,CL897
M.,Nom523,61625,787 Rue Principale,0695622509,Architecte,0740197119,nom523@example.com,CL878
Mme,Nom332,36343,580 Rue Principale,0929840453,Enseignante,0703385723,nom332@example.com,CL487
Mme,Nom168,75021,94 Rue Principale,0543814465,Scientifique,0131333927,nom168@example.com,CL442
Mme,Nom145,70856,729 Rue Principale,0957646912,Artiste,0381119960,nom145@example.com,CL585
Mme,Nom402,63740,872 Rue Principale,0136865118,Ingénieur,0396004959,nom402@example.com,CL72
Mme,Nom642,69752,207 Rue Principale,0991588127,Pompier,0328294124,nom642@example.com,CL564
Mme,Nom808,27308,68 Rue Principale,0822414285,Informaticien,0927582957,nom808@example.com,CL735
M.,Nom937,41644,548 Rue Principale,0818469916,Enseignante,0261198936,nom937@example.com,CL438
M.,Nom95,97615,615 Rue Principale,0963819244,Ingénieur,0411681640,nom95@example.com,CL59
Mme,Nom785,33792,99 Rue Principale,0678913312,Avocat,0917496633,nom785@example.com,CL866
Mme,Nom198,50805,302 Rue Principale,0315755471,Ingénieur,0672971462,nom198@example.com,CL323
Mme,Nom581,93515,871 Rue Principale,0941378799,Pompier,0840404249,nom581@example.com,CL568
Mme,Nom46,99870,24 Rue Principale,0801626452,Journaliste,0892443512,nom46@example.com,CL455
M.,Nom81,37045,374 Rue Principale,0117521520,Informaticien,0439720062,nom81@example.com,CL310
Mme,Nom560,19624,692 Rue Principale,0479374939,Pompier,0556572005,nom560@example.com,CL744
Mme,Nom560,87192,294 Rue Principale,0667807766,Enseignante,0194297464,nom560@example.com,CL684
Mme,Nom863,66615,837 Rue Principale,0875420177,Avocat,0387242997,nom863@example.com,CL490
Mme,Nom658,14223,966 Rue Principale,0537873324,Informaticien,0678629470,nom658@example.com,CL51
Mme,Nom73,64856,399 Rue Principale,0111824799,Journaliste,0145434432,nom73@example.com,CL874
Mme,Nom763,17013,350 Rue Principale,0570870647,Enseignante,0435228120,nom763@example.com,CL798
Mme,Nom464,29319,902 Rue Principale,0781815478,Scientifique,0528082562,nom464@example.com,CL753
Mme,Nom576,53448,366 Rue Principale,0161040694,Enseignante,0974107709,nom576@example.com,CL623
M.,Nom317,98154,604 Rue Principale,0857981743,Médecin,0388835592,nom317@example.com,CL356
Mme,Nom917,71745,457 Rue Principale,0401879187,Pompier,0648946097,nom917@example.com,CL451
Mme,Nom153,91594,45 Rue Principale,0781120310,Médecin,0839959151,nom153@example.com,CL318
M.,Nom559,28495,366 Rue Principale,0212117409,Médecin,0430397178,nom559@example.com,CL371
Mme,Nom725,32675,783 Rue Principale,0354061789,Enseignante,0480347001,nom725@example.com,CL925
Mme,Nom213,31347,455 Rue Principale,0238908931,Enseignante,0581152625,nom213@example.com,CL2
M.,Nom216,61075,946 Rue Principale,0421897008,Artiste,0766003088,nom216@example.com,CL935
Mme,Nom779,49017,544 Rue Principale,0542798824,Informaticien,0919833685,nom779@example.com,CL304
M.,Nom87,96163,670 Rue Principale,0243632077,Enseignante,0592183269,nom87@example.com,CL708
M.,Nom471,81872,714 Rue Principale,0806145217,Pompier,0249317936,nom471@example.com,CL12
Mme,Nom268,20932,318 Rue Principale,0281500822,Ingénieur,0538963694,nom268@example.com,CL397
M.,Nom73,82292,263 Rue Principale,0201908759,Scientifique,0709222452,nom73@example.com,CL373
Mme,Nom242,82514,743 Rue Principale,0740076123,Scientifique,0574483699,nom242@example.com,CL509
Mme,Nom890,64654,759 Rue Principale,0420676139,Enseignante,0794712419,nom890@example.com,CL291
Mme,Nom991,69332,398 Rue Principale,0869066470,Pompier,0825141297,nom991@example.com,CL571
Mme,Nom965,23646,455 Rue Principale,0249718382,Architecte,0106977850,nom965@example.com,CL525
Mme,Nom860,46187,119 Rue Principale,0640691028,Médecin,0604679548,nom860@example.com,CL52
Mme,Nom50,80552,395 Rue Principale,0538008734,Journaliste,0310377697,nom50@example.com,CL486
M.,Nom438,91278,357 Rue Principale,0389523702,Scientifique,0850059683,nom438@example.com,CL77
M.,Nom490,82303,33 Rue Principale,0956255306,Architecte,0529216862,nom490@example.com,CL196
M.,Nom727,60771,434 Rue Principale,0637585446,Pompier,0183451436,nom727@example.com,CL235
M.,Nom912,47802,600 Rue Principale,0516123906,Journaliste,0228734397,nom912@example.com,CL309
M.,Nom316,94451,445 Rue Principale,0599154811,Architecte,0603475655,nom316@example.com,CL192
Mme,Nom57,82576,621 Rue Principale,0460881549,Architecte,0698352843,nom57@example.com,CL977
M.,Nom187,81800,427 Rue Principale,0375025827,Médecin,0553185292,nom187@example.com,CL487
M.,Nom353,93216,263 Rue Principale,0451324025,Médecin,0373537053,nom353@example.com,CL82
Mme,Nom147,45927,919 Rue Principale,0136806383,Avocat,0716826848,nom147@example.com,CL308
M.,Nom434,35255,342 Rue Principale,0276999538,Médecin,0767043888,nom434@example.com,CL235
Mme,Nom606,17961,130 Rue Principale,0846319993,Enseignante,0354859674,nom606@example.com,CL51
Mme,Nom262,99895,809 Rue Principale,0241104506,Scientifique,0429616792,nom262@example.com,CL118
